Restaurant Name,Location,Cuisine,Secondary Cuisine,Price Range,Dish,Price
Zaiqa,Mumbai,Rajasthani,Awadhi,₹200-₹500,Filter Coffee,362
Dosa P,Chennai,Hyderabadi,Chaat,₹700-₹1500,Dhokla,1349
Spice,Delhi,Rajasthani,Coastal,₹700-₹1500,Dhokla,1676
Royal G,Bengaluru,North Indian,Awadhi,₹200-₹500,Gulab Jamun,549
Taj,Mumbai,Bengali,Awadhi,₹700-₹1500,Dhokla,1371
Relish,Delhi,North Indian,Mughlai,₹100-₹300,Solkadi,93
Relish,Hyderabad,Street Food,,₹1000-₹2000,Laal Maas,359
Taj,Pune,West Indian,,₹100-₹300,Chicken Tikka,1855
Feast,Pune,Mughlai,Mughlai,₹500-₹1000,Pav Bhaji,469
Feast,Hyderabad,Gujarati,Chaat,₹1000-₹2000,Masala Dosa,280
Dosa L,Ahmedabad,Mughlai,Tandoori,₹500-₹1000,Gulab Jamun,1363
Flavors,Ahmedabad,Mughlai,Chaat,₹1000-₹2000,Dahi Vada,407
Rasoi Z,Bengaluru,Bengali,Awadhi,₹500-₹1000,Laal Maas,371
Rasoi,Hyderabad,Hyderabadi,Coastal,₹1000-₹2000,Gulab Jamun,1123
Rasoi W,Lucknow,Rajasthani,Coastal,₹300-₹700,Gulab Jamun,610
Flavors K,Jaipur,South Indian,Mughlai,₹700-₹1500,Kosha Mangsho,921
Flavors U,Kolkata,Mughlai,,₹300-₹700,Pav Bhaji,737
Flavors,Kolkata,Mughlai,Mughlai,₹300-₹700,Kosha Mangsho,584
Dosa,Chennai,Rajasthani,,₹500-₹1000,Biryani,957
Zaiqa,Kolkata,Gujarati,Tandoori,₹300-₹700,Kebabs,1380
Royal,Ahmedabad,Hyderabadi,Mughlai,₹1000-₹2000,Dhokla,788
Swad,Ahmedabad,Street Food,Chaat,₹1000-₹2000,Filter Coffee,1603
Dosa P,Kolkata,Seafood,Mughlai,₹1000-₹2000,Prawn Curry,1917
Dosa,Chennai,Rajasthani,Awadhi,₹1000-₹2000,Pav Bhaji,1716
Taj,Chennai,Gujarati,Awadhi,₹100-₹300,Kosha Mangsho,403
Feast,Kolkata,Mughlai,Coastal,₹200-₹500,Dhokla,1142
Feast E,Hyderabad,West Indian,Awadhi,₹1000-₹2000,Biryani,1621
Feast,Pune,Gujarati,Tandoori,₹500-₹1000,Dhokla,1512
Spice,Lucknow,North Indian,,₹200-₹500,Biryani,1278
Feast U,Bengaluru,Bengali,Mughlai,₹200-₹500,Filter Coffee,935
Rasoi,Jaipur,Bengali,Awadhi,₹200-₹500,Chicken Tikka,196
Rasoi,Pune,Mughlai,Chaat,₹700-₹1500,Plain Dosa,1230
Flavors,Chennai,Rajasthani,Awadhi,₹100-₹300,Solkadi,332
Dosa V,Mumbai,South Indian,Coastal,₹1000-₹2000,Prawn Curry,470
Zaiqa A,Lucknow,Seafood,Awadhi,₹700-₹1500,Prawn Curry,593
Royal O,Pune,Street Food,Chaat,₹200-₹500,Kebabs,1358
Taj,Kolkata,Hyderabadi,Mughlai,₹1000-₹2000,Dhokla,578
Taj,Jaipur,South Indian,Tandoori,₹100-₹300,Haleem,200
Royal,Kolkata,Hyderabadi,Awadhi,₹500-₹1000,Chicken Tikka,1403
Feast,Chennai,North Indian,Chaat,₹700-₹1500,Prawn Curry,268
Feast,Hyderabad,Rajasthani,Mughlai,₹200-₹500,Plain Dosa,1363
Dosa,Hyderabad,South Indian,,₹300-₹700,Filter Coffee,1847
Swad,Chennai,Rajasthani,Coastal,₹300-₹700,Dhokla,72
Dosa,Mumbai,Hyderabadi,,₹700-₹1500,Biryani,277
Dosa N,Ahmedabad,Gujarati,Coastal,₹100-₹300,Masala Dosa,1610
Zaiqa Z,Hyderabad,Street Food,Awadhi,₹200-₹500,Chicken Tikka,1038
Taj,Kolkata,South Indian,Tandoori,₹200-₹500,Filter Coffee,1109
Taj,Kolkata,Bengali,Mughlai,₹100-₹300,Gulab Jamun,1485
Royal,Mumbai,Seafood,Tandoori,₹700-₹1500,Biryani,904
Flavors,Bengaluru,Gujarati,Mughlai,₹1000-₹2000,Laal Maas,1283
Rasoi D,Ahmedabad,Rajasthani,,₹100-₹300,Kosha Mangsho,1499
Taj,Delhi,Gujarati,Mughlai,₹200-₹500,Prawn Curry,718
Spice,Lucknow,Gujarati,Awadhi,₹700-₹1500,Dhokla,542
Zaiqa,Hyderabad,Seafood,Mughlai,₹100-₹300,Kosha Mangsho,1455
Spice,Kolkata,Rajasthani,Chaat,₹100-₹300,Haleem,425
Rasoi,Ahmedabad,Street Food,Tandoori,₹100-₹300,Masala Dosa,592
Flavors,Chennai,South Indian,Tandoori,₹300-₹700,Butter Chicken,533
Rasoi L,Kolkata,West Indian,Mughlai,₹200-₹500,Solkadi,356
Royal,Jaipur,North Indian,Tandoori,₹1000-₹2000,Plain Dosa,970
Dosa I,Pune,Mughlai,,₹700-₹1500,Haleem,637
Spice N,Jaipur,South Indian,Awadhi,₹500-₹1000,Masala Dosa,1352
Swad,Mumbai,North Indian,,₹100-₹300,Prawn Curry,1651
Dosa,Chennai,North Indian,,₹300-₹700,Biryani,1517
Rasoi,Mumbai,West Indian,Chaat,₹200-₹500,Sambar Vada,625
Taj Z,Pune,North Indian,Chaat,₹700-₹1500,Biryani,536
Zaiqa,Hyderabad,Hyderabadi,Chaat,₹100-₹300,Gulab Jamun,1208
Relish,Hyderabad,Bengali,Tandoori,₹1000-₹2000,Pav Bhaji,1802
Zaiqa C,Mumbai,Seafood,Mughlai,₹100-₹300,Kebabs,1384
Dosa V,Hyderabad,Mughlai,Tandoori,₹300-₹700,Dhokla,313
Taj,Delhi,Bengali,Tandoori,₹100-₹300,Plain Dosa,1679
Swad,Ahmedabad,West Indian,Chaat,₹200-₹500,Plain Dosa,746
Swad,Pune,West Indian,Mughlai,₹200-₹500,Haleem,194
Rasoi,Mumbai,North Indian,Tandoori,₹700-₹1500,Kebabs,1711
Feast O,Lucknow,Seafood,Tandoori,₹700-₹1500,Kebabs,1977
Flavors H,Kolkata,West Indian,Chaat,₹200-₹500,Gulab Jamun,138
Taj,Ahmedabad,Street Food,Chaat,₹100-₹300,Masala Dosa,341
Taj,Mumbai,Mughlai,Tandoori,₹200-₹500,Pav Bhaji,1575
Royal W,Mumbai,South Indian,Tandoori,₹500-₹1000,Biryani,1939
Royal,Chennai,Mughlai,Awadhi,₹100-₹300,Solkadi,279
Flavors,Chennai,Gujarati,Tandoori,₹100-₹300,Filter Coffee,1064
Taj,Hyderabad,South Indian,Tandoori,₹100-₹300,Laal Maas,1439
Taj,Bengaluru,Hyderabadi,Chaat,₹500-₹1000,Kosha Mangsho,587
Flavors,Mumbai,Seafood,Tandoori,₹500-₹1000,Gulab Jamun,1263
Flavors,Lucknow,Rajasthani,Tandoori,₹700-₹1500,Masala Dosa,895
Flavors,Lucknow,Mughlai,Awadhi,₹100-₹300,Prawn Curry,1345
Dosa,Mumbai,South Indian,Mughlai,₹200-₹500,Gulab Jamun,806
Dosa P,Kolkata,Gujarati,Awadhi,₹300-₹700,Sambar Vada,186
Dosa,Lucknow,Seafood,Awadhi,₹200-₹500,Prawn Curry,449
Royal G,Jaipur,South Indian,Coastal,₹100-₹300,Prawn Curry,545
Dosa C,Mumbai,North Indian,Coastal,₹100-₹300,Chicken Tikka,1187
Spice,Mumbai,Hyderabadi,Chaat,₹200-₹500,Sambar Vada,1124
Zaiqa,Jaipur,Gujarati,,₹100-₹300,Kosha Mangsho,775
Taj,Hyderabad,Street Food,Mughlai,₹500-₹1000,Filter Coffee,805
Dosa,Pune,Street Food,,₹200-₹500,Butter Chicken,1193
Spice,Kolkata,West Indian,,₹300-₹700,Prawn Curry,1216
Zaiqa,Delhi,Mughlai,Awadhi,₹700-₹1500,Laal Maas,784
Feast M,Chennai,West Indian,Tandoori,₹500-₹1000,Gulab Jamun,1647
Swad,Hyderabad,North Indian,Awadhi,₹500-₹1000,Haleem,122
Rasoi E,Hyderabad,Bengali,,₹200-₹500,Masala Dosa,879
Royal M,Bengaluru,Rajasthani,Chaat,₹200-₹500,Plain Dosa,1898
Rasoi M,Chennai,South Indian,Tandoori,₹500-₹1000,Prawn Curry,1297
Dosa,Jaipur,Street Food,Coastal,₹500-₹1000,Gulab Jamun,1414
Rasoi,Bengaluru,Rajasthani,Chaat,₹1000-₹2000,Filter Coffee,758
Dosa H,Delhi,Bengali,Tandoori,₹700-₹1500,Dhokla,711
Feast,Lucknow,Street Food,Chaat,₹200-₹500,Sambar Vada,990
Flavors R,Chennai,Hyderabadi,,₹700-₹1500,Laal Maas,137
Feast,Chennai,Mughlai,,₹500-₹1000,Pav Bhaji,370
Taj F,Bengaluru,Seafood,Mughlai,₹200-₹500,Dahi Vada,1366
Dosa,Kolkata,South Indian,Awadhi,₹200-₹500,Kosha Mangsho,1772
Relish,Ahmedabad,Bengali,Mughlai,₹200-₹500,Butter Chicken,1293
Zaiqa,Kolkata,South Indian,Tandoori,₹500-₹1000,Prawn Curry,1429
Relish,Kolkata,North Indian,Chaat,₹700-₹1500,Chicken Tikka,544
Dosa,Jaipur,Hyderabadi,Chaat,₹300-₹700,Kosha Mangsho,943
Dosa,Delhi,Seafood,Tandoori,₹500-₹1000,Sambar Vada,407
Taj,Mumbai,Hyderabadi,Coastal,₹100-₹300,Dahi Vada,367
Spice O,Pune,Street Food,Chaat,₹700-₹1500,Biryani,1890
Spice Z,Delhi,Gujarati,Awadhi,₹1000-₹2000,Biryani,285
Feast,Bengaluru,West Indian,Coastal,₹100-₹300,Plain Dosa,1761
Rasoi,Chennai,Gujarati,,₹1000-₹2000,Haleem,1103
Flavors G,Pune,West Indian,Awadhi,₹500-₹1000,Prawn Curry,1950
Taj,Mumbai,Mughlai,Chaat,₹700-₹1500,Chicken Tikka,1046
Swad,Pune,Street Food,Mughlai,₹500-₹1000,Chicken Tikka,1627
Dosa T,Mumbai,Hyderabadi,Awadhi,₹500-₹1000,Biryani,675
Taj X,Kolkata,West Indian,,₹200-₹500,Butter Chicken,1462
Spice,Ahmedabad,South Indian,,₹1000-₹2000,Dahi Vada,1974
Feast,Pune,Hyderabadi,Tandoori,₹500-₹1000,Gulab Jamun,1322
Dosa,Kolkata,Seafood,Tandoori,₹300-₹700,Masala Dosa,1304
Swad,Chennai,West Indian,Coastal,₹200-₹500,Biryani,234
Taj,Kolkata,Seafood,Tandoori,₹100-₹300,Gulab Jamun,1734
Relish R,Mumbai,Rajasthani,Tandoori,₹300-₹700,Pav Bhaji,1146
Relish,Pune,West Indian,Coastal,₹1000-₹2000,Chole Bhature,1820
Relish,Mumbai,Street Food,Chaat,₹700-₹1500,Haleem,1230
Rasoi X,Jaipur,Gujarati,,₹200-₹500,Gulab Jamun,806
Spice N,Lucknow,Street Food,Awadhi,₹1000-₹2000,Laal Maas,1515
Feast,Kolkata,Seafood,Mughlai,₹300-₹700,Dhokla,1371
Flavors,Jaipur,Gujarati,Coastal,₹500-₹1000,Sambar Vada,1089
Flavors,Lucknow,Bengali,Coastal,₹700-₹1500,Filter Coffee,511
Royal,Jaipur,West Indian,,₹100-₹300,Masala Dosa,1773
Zaiqa,Kolkata,Gujarati,Chaat,₹200-₹500,Butter Chicken,1925
Taj,Hyderabad,South Indian,Coastal,₹200-₹500,Kebabs,1739
Dosa,Bengaluru,Rajasthani,Tandoori,₹700-₹1500,Haleem,1561
Rasoi,Chennai,South Indian,Chaat,₹1000-₹2000,Haleem,791
Relish,Ahmedabad,Mughlai,Tandoori,₹1000-₹2000,Butter Chicken,99
Dosa E,Delhi,Hyderabadi,Chaat,₹100-₹300,Kosha Mangsho,1484
Swad S,Mumbai,Gujarati,,₹700-₹1500,Prawn Curry,819
Swad,Delhi,Seafood,Mughlai,₹500-₹1000,Plain Dosa,939
Flavors,Ahmedabad,Bengali,Awadhi,₹1000-₹2000,Dhokla,300
Zaiqa,Bengaluru,North Indian,Mughlai,₹100-₹300,Plain Dosa,1071
Royal O,Lucknow,Bengali,Awadhi,₹700-₹1500,Plain Dosa,1382
Rasoi,Pune,Bengali,Awadhi,₹300-₹700,Solkadi,1237
Royal,Chennai,Seafood,Awadhi,₹200-₹500,Kebabs,1734
Swad,Jaipur,South Indian,Chaat,₹100-₹300,Solkadi,1006
Relish,Lucknow,West Indian,Chaat,₹300-₹700,Sambar Vada,407
Relish,Ahmedabad,South Indian,,₹100-₹300,Dahi Vada,1193
Zaiqa U,Kolkata,North Indian,Mughlai,₹200-₹500,Butter Chicken,343
Rasoi,Hyderabad,Mughlai,Mughlai,₹700-₹1500,Kosha Mangsho,1996
Zaiqa,Delhi,Gujarati,Awadhi,₹1000-₹2000,Kebabs,827
Zaiqa J,Delhi,Rajasthani,Chaat,₹300-₹700,Chicken Tikka,509
Royal,Chennai,Hyderabadi,Tandoori,₹100-₹300,Masala Dosa,365
Rasoi,Ahmedabad,Mughlai,Coastal,₹200-₹500,Chicken Tikka,1680
Relish,Delhi,South Indian,Chaat,₹200-₹500,Gulab Jamun,1055
Flavors,Pune,South Indian,Mughlai,₹500-₹1000,Chole Bhature,1534
Spice,Jaipur,South Indian,Chaat,₹200-₹500,Masala Dosa,219
Rasoi,Hyderabad,South Indian,,₹300-₹700,Pav Bhaji,793
Swad N,Delhi,North Indian,Coastal,₹300-₹700,Masala Dosa,1076
Spice,Jaipur,South Indian,Awadhi,₹1000-₹2000,Kebabs,1434
Relish M,Ahmedabad,Hyderabadi,,₹700-₹1500,Biryani,777
Swad V,Hyderabad,North Indian,Tandoori,₹700-₹1500,Laal Maas,424
Royal,Kolkata,Rajasthani,Mughlai,₹100-₹300,Pav Bhaji,193
Spice D,Pune,Seafood,,₹200-₹500,Sambar Vada,745
Spice A,Bengaluru,Hyderabadi,,₹100-₹300,Prawn Curry,1684
Dosa,Pune,North Indian,,₹200-₹500,Dahi Vada,623
Flavors,Hyderabad,West Indian,Tandoori,₹100-₹300,Dhokla,1487
Royal,Jaipur,Gujarati,,₹100-₹300,Haleem,1402
Swad,Jaipur,West Indian,Mughlai,₹1000-₹2000,Laal Maas,467
Zaiqa,Mumbai,South Indian,Mughlai,₹100-₹300,Filter Coffee,283
Spice,Pune,Seafood,Mughlai,₹500-₹1000,Haleem,774
Dosa,Lucknow,North Indian,Tandoori,₹300-₹700,Plain Dosa,733
Rasoi,Bengaluru,Seafood,Mughlai,₹100-₹300,Chole Bhature,779
Taj G,Kolkata,Rajasthani,Awadhi,₹300-₹700,Sambar Vada,1753
Royal,Pune,Rajasthani,Mughlai,₹700-₹1500,Gulab Jamun,430
Relish,Lucknow,Street Food,Awadhi,₹1000-₹2000,Butter Chicken,697
Zaiqa,Kolkata,South Indian,Chaat,₹500-₹1000,Kebabs,1335
Feast Y,Chennai,Street Food,Chaat,₹300-₹700,Haleem,1236
Taj,Kolkata,Gujarati,Awadhi,₹500-₹1000,Solkadi,77
Flavors,Hyderabad,Rajasthani,Awadhi,₹700-₹1500,Chole Bhature,554
Dosa,Lucknow,Street Food,Awadhi,₹200-₹500,Laal Maas,594
Relish C,Kolkata,Rajasthani,,₹700-₹1500,Gulab Jamun,1766
Royal,Chennai,Hyderabadi,Chaat,₹300-₹700,Filter Coffee,1132
Feast,Mumbai,Seafood,Chaat,₹300-₹700,Chicken Tikka,1116
Taj,Lucknow,Mughlai,Chaat,₹100-₹300,Biryani,93
Feast O,Chennai,West Indian,,₹500-₹1000,Plain Dosa,1970
Zaiqa,Lucknow,Gujarati,,₹1000-₹2000,Solkadi,591
Dosa K,Delhi,West Indian,Tandoori,₹1000-₹2000,Haleem,845
Rasoi B,Pune,Street Food,Tandoori,₹300-₹700,Pav Bhaji,1771
Flavors,Delhi,Gujarati,Mughlai,₹300-₹700,Sambar Vada,1974
Feast,Bengaluru,North Indian,,₹500-₹1000,Gulab Jamun,222
Dosa,Pune,Seafood,Mughlai,₹300-₹700,Dhokla,585
Zaiqa K,Pune,Hyderabadi,Coastal,₹500-₹1000,Kebabs,1190
Spice,Delhi,Bengali,Mughlai,₹1000-₹2000,Gulab Jamun,213
Zaiqa N,Chennai,Street Food,Chaat,₹1000-₹2000,Filter Coffee,1960
Zaiqa,Ahmedabad,Seafood,Chaat,₹1000-₹2000,Masala Dosa,1586
Spice,Ahmedabad,Street Food,Awadhi,₹1000-₹2000,Sambar Vada,984
Flavors,Lucknow,Street Food,Chaat,₹500-₹1000,Chicken Tikka,1057
Flavors Y,Kolkata,Street Food,Mughlai,₹300-₹700,Pav Bhaji,823
Taj C,Chennai,Seafood,Mughlai,₹200-₹500,Solkadi,1950
Swad S,Jaipur,Rajasthani,Mughlai,₹200-₹500,Gulab Jamun,864
Flavors,Kolkata,Gujarati,Coastal,₹700-₹1500,Biryani,734
Zaiqa,Ahmedabad,South Indian,,₹200-₹500,Kosha Mangsho,1673
Feast,Mumbai,Street Food,Tandoori,₹500-₹1000,Plain Dosa,1763
Zaiqa,Delhi,Rajasthani,Coastal,₹1000-₹2000,Butter Chicken,138
Taj,Lucknow,Bengali,Coastal,₹700-₹1500,Solkadi,454
Taj,Delhi,Rajasthani,Mughlai,₹500-₹1000,Filter Coffee,1035
Taj T,Hyderabad,Hyderabadi,Mughlai,₹100-₹300,Butter Chicken,1579
Taj,Lucknow,West Indian,Mughlai,₹200-₹500,Solkadi,1710
Feast F,Jaipur,North Indian,,₹100-₹300,Biryani,1306
Rasoi C,Lucknow,Hyderabadi,Mughlai,₹1000-₹2000,Chole Bhature,1456
Flavors J,Ahmedabad,North Indian,Tandoori,₹700-₹1500,Kosha Mangsho,295
Zaiqa I,Ahmedabad,Gujarati,Coastal,₹100-₹300,Dahi Vada,635
Relish C,Kolkata,North Indian,Coastal,₹1000-₹2000,Laal Maas,1173
Zaiqa,Jaipur,Hyderabadi,Awadhi,₹1000-₹2000,Masala Dosa,146
Royal,Mumbai,Street Food,,₹1000-₹2000,Prawn Curry,1049
Flavors N,Chennai,Seafood,Chaat,₹100-₹300,Masala Dosa,708
Relish,Jaipur,Bengali,Mughlai,₹300-₹700,Laal Maas,1521
Feast,Kolkata,Rajasthani,Mughlai,₹300-₹700,Prawn Curry,1987
Rasoi E,Pune,Rajasthani,Awadhi,₹700-₹1500,Laal Maas,825
Flavors R,Chennai,Seafood,,₹1000-₹2000,Pav Bhaji,857
Rasoi,Hyderabad,South Indian,,₹200-₹500,Laal Maas,1341
Dosa C,Mumbai,North Indian,Coastal,₹300-₹700,Butter Chicken,1287
Relish F,Bengaluru,Rajasthani,Chaat,₹300-₹700,Kosha Mangsho,1149
Dosa,Ahmedabad,West Indian,,₹100-₹300,Pav Bhaji,646
Royal,Bengaluru,North Indian,Coastal,₹300-₹700,Biryani,1571
Spice,Lucknow,Seafood,Chaat,₹500-₹1000,Gulab Jamun,1464
Taj,Pune,Hyderabadi,Chaat,₹300-₹700,Plain Dosa,626
Feast,Mumbai,South Indian,Tandoori,₹300-₹700,Kosha Mangsho,310
Zaiqa,Chennai,Bengali,Tandoori,₹200-₹500,Haleem,794
Spice,Jaipur,Seafood,Tandoori,₹200-₹500,Pav Bhaji,1381
Feast G,Hyderabad,Street Food,Tandoori,₹200-₹500,Laal Maas,60
Dosa,Lucknow,Seafood,,₹500-₹1000,Sambar Vada,636
Zaiqa,Hyderabad,Hyderabadi,Awadhi,₹200-₹500,Kebabs,1015
Rasoi,Lucknow,Street Food,Awadhi,₹500-₹1000,Kebabs,246
Flavors,Delhi,Hyderabadi,Mughlai,₹700-₹1500,Butter Chicken,1050
Dosa,Kolkata,Gujarati,Coastal,₹1000-₹2000,Plain Dosa,1651
Dosa Q,Lucknow,Rajasthani,Chaat,₹1000-₹2000,Sambar Vada,376
Dosa,Hyderabad,Rajasthani,Awadhi,₹100-₹300,Haleem,1807
Feast,Jaipur,Rajasthani,Awadhi,₹1000-₹2000,Solkadi,837
Taj,Delhi,Bengali,Tandoori,₹300-₹700,Plain Dosa,1120
Zaiqa,Mumbai,Bengali,Awadhi,₹700-₹1500,Gulab Jamun,1880
Dosa,Ahmedabad,Hyderabadi,Awadhi,₹700-₹1500,Filter Coffee,1121
Taj,Mumbai,South Indian,Chaat,₹100-₹300,Biryani,1194
Royal,Jaipur,Gujarati,Tandoori,₹100-₹300,Chicken Tikka,1798
Dosa,Chennai,West Indian,Coastal,₹200-₹500,Laal Maas,131
Taj,Pune,Mughlai,Chaat,₹200-₹500,Masala Dosa,826
Feast,Delhi,Street Food,Tandoori,₹500-₹1000,Kebabs,1112
Royal,Chennai,Rajasthani,Tandoori,₹1000-₹2000,Butter Chicken,1913
Feast,Hyderabad,Hyderabadi,Mughlai,₹200-₹500,Laal Maas,1635
Flavors F,Kolkata,Gujarati,Mughlai,₹1000-₹2000,Chole Bhature,1858
Dosa,Mumbai,West Indian,Tandoori,₹700-₹1500,Laal Maas,119
Zaiqa,Delhi,Hyderabadi,Mughlai,₹500-₹1000,Kebabs,149
Feast D,Mumbai,Hyderabadi,Coastal,₹200-₹500,Chole Bhature,1948
Feast,Bengaluru,Mughlai,,₹700-₹1500,Filter Coffee,1120
Royal,Hyderabad,Bengali,Tandoori,₹1000-₹2000,Chole Bhature,1095
Royal,Kolkata,Gujarati,Coastal,₹300-₹700,Solkadi,1221
Dosa X,Bengaluru,West Indian,Chaat,₹500-₹1000,Kebabs,1271
Rasoi A,Kolkata,South Indian,Coastal,₹500-₹1000,Dahi Vada,1315
Spice,Kolkata,Seafood,Coastal,₹500-₹1000,Chicken Tikka,642
Feast,Lucknow,Mughlai,Tandoori,₹300-₹700,Biryani,1485
Rasoi,Hyderabad,Mughlai,Mughlai,₹300-₹700,Gulab Jamun,1503
Royal,Pune,Bengali,,₹1000-₹2000,Pav Bhaji,281
Dosa,Kolkata,Bengali,Mughlai,₹200-₹500,Butter Chicken,1792
Flavors,Hyderabad,North Indian,Chaat,₹300-₹700,Haleem,307
Rasoi,Mumbai,Gujarati,Tandoori,₹500-₹1000,Haleem,137
Feast,Chennai,Rajasthani,Mughlai,₹200-₹500,Chicken Tikka,191
Rasoi,Mumbai,West Indian,Chaat,₹500-₹1000,Butter Chicken,965
Relish,Mumbai,South Indian,Mughlai,₹500-₹1000,Masala Dosa,85
Swad,Chennai,North Indian,,₹100-₹300,Kosha Mangsho,493
Royal,Hyderabad,Mughlai,,₹700-₹1500,Gulab Jamun,254
Relish H,Jaipur,Seafood,Coastal,₹100-₹300,Kosha Mangsho,1070
Flavors,Ahmedabad,West Indian,Chaat,₹500-₹1000,Filter Coffee,1463
Spice,Hyderabad,Seafood,Mughlai,₹500-₹1000,Haleem,442
Taj W,Pune,Hyderabadi,Awadhi,₹300-₹700,Prawn Curry,311
Swad J,Ahmedabad,Gujarati,Mughlai,₹700-₹1500,Pav Bhaji,557
Relish,Pune,Bengali,,₹300-₹700,Kebabs,865
Feast,Jaipur,Bengali,Coastal,₹1000-₹2000,Gulab Jamun,749
Royal P,Hyderabad,South Indian,Coastal,₹700-₹1500,Gulab Jamun,1484
Swad G,Pune,North Indian,Tandoori,₹100-₹300,Prawn Curry,972
Zaiqa T,Ahmedabad,Mughlai,Mughlai,₹100-₹300,Laal Maas,73
Swad,Mumbai,North Indian,,₹300-₹700,Laal Maas,1707
Royal,Mumbai,Hyderabadi,,₹500-₹1000,Chole Bhature,820
Dosa,Pune,South Indian,Coastal,₹300-₹700,Haleem,190
Dosa Z,Pune,North Indian,Chaat,₹700-₹1500,Pav Bhaji,462
Relish,Jaipur,Rajasthani,,₹300-₹700,Pav Bhaji,1106
Spice,Hyderabad,Rajasthani,Mughlai,₹500-₹1000,Solkadi,1750
Zaiqa X,Kolkata,Mughlai,Tandoori,₹100-₹300,Pav Bhaji,224
Dosa,Hyderabad,Hyderabadi,Mughlai,₹1000-₹2000,Chicken Tikka,1141
Spice,Pune,Street Food,Tandoori,₹300-₹700,Chicken Tikka,815
Taj B,Bengaluru,North Indian,Chaat,₹200-₹500,Plain Dosa,1386
Rasoi,Mumbai,Rajasthani,,₹200-₹500,Prawn Curry,1747
Feast,Mumbai,Seafood,Awadhi,₹700-₹1500,Prawn Curry,1253
Zaiqa,Pune,Hyderabadi,Tandoori,₹100-₹300,Chicken Tikka,356
Rasoi,Jaipur,Bengali,Mughlai,₹100-₹300,Chicken Tikka,737
Royal,Jaipur,Rajasthani,Mughlai,₹700-₹1500,Solkadi,126
Flavors,Chennai,West Indian,Chaat,₹100-₹300,Chole Bhature,876
Swad,Mumbai,Rajasthani,,₹100-₹300,Butter Chicken,517
Royal,Ahmedabad,North Indian,,₹200-₹500,Prawn Curry,1004
Taj X,Bengaluru,Bengali,,₹500-₹1000,Dhokla,1769
Zaiqa,Ahmedabad,West Indian,Tandoori,₹100-₹300,Plain Dosa,1498
Dosa,Mumbai,Street Food,,₹300-₹700,Solkadi,1869
Taj,Pune,Gujarati,Coastal,₹200-₹500,Chole Bhature,880
Relish,Mumbai,South Indian,Mughlai,₹200-₹500,Masala Dosa,784
Royal,Delhi,Rajasthani,Mughlai,₹200-₹500,Chole Bhature,1561
Swad,Ahmedabad,South Indian,Chaat,₹500-₹1000,Gulab Jamun,226
Royal J,Hyderabad,Rajasthani,Awadhi,₹100-₹300,Butter Chicken,1820
Rasoi,Jaipur,North Indian,Awadhi,₹1000-₹2000,Biryani,456
Flavors,Mumbai,Gujarati,Coastal,₹1000-₹2000,Filter Coffee,1074
Spice,Jaipur,Mughlai,Coastal,₹500-₹1000,Masala Dosa,480
Feast E,Delhi,North Indian,Awadhi,₹200-₹500,Filter Coffee,1570
Rasoi,Jaipur,Bengali,,₹200-₹500,Kosha Mangsho,522
Royal,Bengaluru,Rajasthani,Tandoori,₹300-₹700,Chole Bhature,412
Zaiqa G,Ahmedabad,Hyderabadi,Chaat,₹700-₹1500,Gulab Jamun,637
Taj J,Chennai,Street Food,Awadhi,₹200-₹500,Kosha Mangsho,595
Zaiqa,Kolkata,Mughlai,Tandoori,₹500-₹1000,Chicken Tikka,1995
Royal,Ahmedabad,North Indian,Chaat,₹200-₹500,Filter Coffee,1084
Dosa K,Bengaluru,Hyderabadi,Mughlai,₹300-₹700,Masala Dosa,1498
Relish N,Bengaluru,Seafood,Tandoori,₹1000-₹2000,Butter Chicken,1340
Flavors,Lucknow,Bengali,Chaat,₹700-₹1500,Plain Dosa,1634
Flavors,Delhi,North Indian,Mughlai,₹700-₹1500,Dahi Vada,108
Taj Z,Mumbai,South Indian,,₹500-₹1000,Kosha Mangsho,1187
Swad,Pune,Gujarati,Awadhi,₹700-₹1500,Dhokla,2000
Dosa,Lucknow,Hyderabadi,Chaat,₹500-₹1000,Laal Maas,1142
Flavors,Chennai,Rajasthani,Coastal,₹100-₹300,Kebabs,1357
Relish,Chennai,Rajasthani,Mughlai,₹500-₹1000,Gulab Jamun,1181
Rasoi,Mumbai,Mughlai,Coastal,₹500-₹1000,Pav Bhaji,620
Feast,Kolkata,Rajasthani,Chaat,₹200-₹500,Dahi Vada,1173
Royal I,Chennai,Rajasthani,Chaat,₹100-₹300,Sambar Vada,1063
Royal S,Kolkata,North Indian,Chaat,₹1000-₹2000,Butter Chicken,1578
Swad,Bengaluru,Street Food,Mughlai,₹100-₹300,Filter Coffee,717
Royal X,Bengaluru,West Indian,Coastal,₹1000-₹2000,Filter Coffee,1814
Dosa,Ahmedabad,Gujarati,Coastal,₹700-₹1500,Chicken Tikka,1041
Royal,Lucknow,Mughlai,Tandoori,₹100-₹300,Plain Dosa,680
Taj Q,Lucknow,South Indian,Chaat,₹700-₹1500,Gulab Jamun,1304
Swad,Jaipur,South Indian,Tandoori,₹200-₹500,Pav Bhaji,1374
Royal,Kolkata,Bengali,,₹700-₹1500,Chole Bhature,107
Rasoi,Pune,South Indian,Mughlai,₹700-₹1500,Filter Coffee,1065
